cotton,6.93,10.46,12.97,6.50,8.11,8.15,10.01,12.00,12.44,5.66,65.40,39.54,11.90,18.47,8.41,11.96,53.79,159.62
cotton,106.86,890.18,2936.89,1065.51,1732.55,2133.57,213.95,242.70,180.55,47.93,720.64,206.19,1382.29,452.44,126.17,108.50,648.20,1135.19
cotton,10.88,42.80,107.50,48.31,85.17,113.39,73.77,87.16,54.81,27.01,84.78,39.54,200.10,94.39,33.64,26.49,93.24,219.18
cotton,10.88,44.70,151.99,42.73,75.43,145.99,94.85,74.11,52.97,23.09,49.66,32.95,356.93,144.66,31.96,33.32,113.86,345.44
cotton,7.92,26.63,59.31,33.44,47.86,48.17,49.53,65.76,43.76,13.51,72.06,35.78,76.79,35.91,15.98,13.67,44.83,115.54
cotton,11.87,50.41,27.80,64.10,16.22,203.80,11.59,17.22,17.96,8.71,262.82,59.31,196.85,149.79,66.45,69.20,305.72,1351.98
cotton,5.94,24.73,62.09,26.94,42.99,57.80,23.19,28.71,21.19,12.64,60.56,32.01,55.16,43.09,22.71,19.65,59.17,172.72
cotton,6.93,19.97,40.78,21.37,30.82,32.61,30.56,39.14,27.17,11.33,43.00,28.24,58.41,31.80,15.98,13.67,43.03,131.03
cotton,15.83,76.08,373.48,70.60,195.48,134.88,55.86,65.24,42.83,20.04,278.57,65.90,153.59,122.09,42.06,38.45,369.38,503.87
cotton,10.88,54.21,132.53,50.16,70.57,100.79,43.21,48.02,27.17,16.56,84.18,44.25,124.38,52.32,33.64,30.76,102.21,352.59
cotton,15.83,76.08,227.06,73.39,126.53,128.21,57.97,62.11,39.61,20.91,170.17,58.37,135.20,65.66,37.85,32.47,162.28,366.88
cotton,23.75,118.88,276.17,127.27,178.45,217.14,16.34,22.44,22.57,10.89,250.10,76.26,141.69,64.63,43.74,40.15,211.59,541.98
polyester,9.89,19.97,38.92,15.79,19.47,18.53,11.59,16.18,13.82,11.33,108.40,52.72,18.39,30.78,25.23,24.78,105.79,335.91
polyester,7.92,11.41,16.68,9.29,10.54,9.63,8.96,13.05,11.51,7.41,119.30,49.90,10.82,20.52,14.30,17.94,107.59,314.47
polyester,12.86,29.48,33.36,38.09,34.07,27.42,14.75,19.31,14.74,11.76,159.27,66.85,45.43,26.67,23.55,24.78,156.90,435.97
polyester,9.89,23.78,53.75,22.29,29.20,29.64,17.39,24.01,20.73,13.51,132.62,54.61,41.10,51.30,28.60,29.05,185.59,518.16
polyester,6.93,37.09,88.97,44.59,58.40,70.40,10.01,26.10,27.64,5.66,53.29,32.01,11.90,14.36,8.41,10.25,34.07,106.01
polyester,3.96,7.61,11.12,5.57,6.49,7.41,7.90,10.44,10.59,5.66,39.36,25.42,10.82,17.44,9.25,10.25,36.76,125.07
polyester,12.86,54.21,156.62,35.30,42.99,31.13,14.75,20.36,15.20,13.51,233.15,76.26,22.71,45.14,34.49,36.74,265.38,681.35
polyester,7.92,21.87,45.41,13.01,13.79,11.12,8.96,11.48,9.67,7.84,78.12,36.72,10.82,20.52,15.14,17.09,85.17,241.81
polyester,11.87,63.72,151.06,34.37,38.93,33.35,8.43,12.53,10.13,8.71,130.81,44.25,19.47,28.73,29.44,29.05,134.48,413.34
polyester,6.93,12.36,15.75,12.08,9.73,12.60,7.90,11.48,9.67,6.10,132.02,54.61,15.14,15.39,12.62,16.23,117.45,389.51
polyester,11.87,19.97,23.17,14.86,17.03,22.23,11.59,16.70,11.51,9.59,141.10,66.85,16.22,19.49,21.87,25.63,127.31,478.85
polyester,9.89,15.22,19.46,9.29,12.98,11.12,13.17,18.79,12.44,9.59,131.41,54.61,15.14,23.60,18.50,23.07,147.93,464.56
polyester,5.94,16.17,35.22,21.37,38.12,36.31,26.88,27.14,13.36,5.66,74.49,35.78,22.71,16.41,9.25,13.67,82.48,278.73
polyester,6.93,19.02,48.19,35.30,63.27,54.10,38.47,37.58,17.96,7.84,154.42,53.67,48.67,24.62,15.14,23.07,198.14,556.28
polyester,9.89,24.73,53.75,34.37,58.40,52.62,33.73,31.32,16.12,6.54,102.34,46.13,31.37,18.47,11.78,17.09,97.72,294.22
polyester,9.89,12.36,14.83,10.22,13.79,11.12,13.70,24.01,14.28,9.59,272.51,102.62,11.90,18.47,15.98,22.21,179.31,530.07
polyester,7.92,16.17,23.17,20.44,26.77,32.61,28.46,30.79,12.90,6.97,148.37,65.90,28.12,16.41,12.62,20.50,125.52,425.25
polyester,7.92,20.92,38.00,19.51,32.44,32.61,8.96,12.53,11.05,5.66,86.60,42.37,8.65,13.34,10.93,14.52,75.31,226.32
wool;nylon;acrylic,3.96,5.71,10.19,5.57,6.49,5.93,11.59,16.70,14.28,5.23,109.61,45.19,8.65,14.36,5.89,8.54,64.55,179.87
wool;nylon;acrylic,2.97,10.46,17.61,8.36,10.54,11.12,12.12,14.09,12.44,4.36,29.07,20.71,17.31,14.36,5.89,6.83,26.90,76.24
wool;nylon;acrylic,3.96,7.61,10.19,5.57,6.49,6.67,9.49,11.48,11.05,3.92,41.18,24.48,10.82,13.34,5.89,6.83,29.59,72.66
wool;nylon;acrylic,1.98,3.80,6.49,2.79,3.24,3.71,5.80,7.31,9.21,3.05,18.77,16.95,8.65,13.34,5.05,6.83,25.10,139.37
wool;nylon;acrylic,3.96,8.56,12.97,6.50,8.11,7.41,13.70,16.70,14.28,4.79,62.98,28.24,11.90,13.34,5.89,7.69,40.34,95.29
wool;nylon;acrylic,1.98,9.51,22.24,6.50,9.73,12.60,14.23,15.14,10.59,4.36,16.96,16.01,14.06,14.36,5.89,9.40,43.93,196.54
wool,0.99,1.90,2.78,0.93,0.81,1.48,4.22,5.74,6.91,2.61,15.14,15.06,4.33,10.26,4.21,5.13,13.45,39.31
wool,1.98,1.90,2.78,1.86,2.43,2.22,4.74,7.31,7.37,3.49,27.86,19.77,5.41,12.31,5.89,7.69,36.76,153.66
wool,1.98,2.85,2.78,0.93,1.62,1.48,4.22,5.74,6.91,2.61,21.80,18.83,3.24,11.29,5.05,5.98,18.83,65.51
wool,4.95,5.71,5.56,3.72,4.06,3.71,5.27,8.35,8.29,3.49,68.43,33.89,5.41,12.31,6.73,9.40,60.07,166.76
wool,2.97,3.80,5.56,3.72,4.06,4.45,6.32,8.87,8.75,3.92,53.29,28.24,6.49,12.31,6.73,7.69,34.07,101.25
carpet;black,0.99,1.90,4.63,1.86,2.43,2.96,4.74,5.74,7.37,2.61,10.90,13.18,5.41,10.26,4.21,5.13,10.76,28.59
carpet;black,0.99,1.90,3.71,0.93,1.62,2.22,4.22,5.74,6.91,2.18,7.27,12.24,4.33,9.23,3.36,4.27,6.28,15.49
carpet;black,0.99,1.90,3.71,0.93,1.62,2.22,4.22,5.74,7.37,2.18,6.66,12.24,4.33,9.23,3.36,4.27,6.28,16.68
carpet;black,0.99,1.90,5.56,1.86,3.24,2.96,4.74,5.74,6.91,2.61,10.29,13.18,6.49,10.26,4.21,5.13,8.97,25.01
carpet;black,0.99,1.90,3.71,1.86,2.43,2.22,4.22,5.74,6.91,2.18,8.48,13.18,5.41,10.26,4.21,4.27,8.07,22.63
wall;white,5.94,19.02,42.63,15.79,25.96,25.94,23.19,27.14,23.49,6.54,85.39,33.89,40.02,24.62,9.25,11.96,86.07,206.07
wall;white,9.89,26.63,49.12,21.37,30.01,33.35,26.35,32.36,26.25,7.84,132.62,54.61,45.43,27.70,11.78,17.94,138.07,393.09
wall;white,7.92,19.02,37.07,16.72,21.90,25.20,21.61,26.10,22.11,6.97,98.71,45.19,36.77,24.62,10.93,16.23,106.69,347.82
wall;white,5.94,15.22,30.58,12.08,18.66,19.27,17.39,21.40,20.27,5.66,84.18,33.89,28.12,21.54,8.41,12.82,90.55,222.75
wall;white,17.81,38.04,61.17,29.73,34.07,45.21,25.82,33.93,26.71,9.59,188.94,102.62,48.67,28.73,16.82,28.19,155.10,622.98
wall;white,13.85,31.38,56.53,24.15,32.44,34.83,26.35,32.36,27.17,8.28,163.51,74.38,46.51,27.70,12.62,18.80,121.93,358.54
wall;white,10.88,27.58,48.19,21.37,28.39,30.38,24.77,30.27,26.25,6.97,130.81,58.37,42.18,24.62,10.93,14.52,90.55,226.32
wall;white,11.87,21.87,30.58,18.58,20.28,19.27,18.97,21.92,18.42,8.71,91.44,46.13,27.04,25.65,14.30,19.65,85.17,271.59
wall;white,15.83,31.38,42.63,21.37,25.14,23.71,17.92,21.40,23.03,10.46,185.31,63.08,24.88,30.78,16.82,24.78,191.86,480.04
